model,mse_StoreWeekSalesmargbutr_6001821,mse_StoreWeekSalesmargbutr_648368,mse_StoreWeekSalesmargbutr_279300,mse_StoreWeekSalesmargbutr_400003,mse_StoreWeekSalesmargbutr_270862,mse_StoreWeekSalesmargbutr_231720,mse_StoreWeekSalesmargbutr_252570,mse_StoreWeekSalesmargbutr_659827,mse_StoreWeekSalesmargbutr_241565,mse_StoreWeekSalesmargbutr_237277,mse_StoreWeekSalesmargbutr_291276,mse_StoreWeekSalesmargbutr_273920,mse_StoreWeekSalesmargbutr_232633,mse_StoreWeekSalesmargbutr_233246,mse_StoreWeekSalesmargbutr_532639,mse_StoreWeekSalesmargbutr_533864,mse_StoreWeekSaleslaundet_6001821,mse_StoreWeekSaleslaundet_648368,mse_StoreWeekSaleslaundet_279300,mse_StoreWeekSaleslaundet_400003,mse_StoreWeekSaleslaundet_270862,mse_StoreWeekSaleslaundet_231720,mse_StoreWeekSaleslaundet_252570,mse_StoreWeekSaleslaundet_659827,mse_StoreWeekSaleslaundet_241565,mse_StoreWeekSaleslaundet_237277,mse_StoreWeekSaleslaundet_291276,mse_StoreWeekSaleslaundet_273920,mse_StoreWeekSaleslaundet_232633,mse_StoreWeekSaleslaundet_233246,mse_StoreWeekSaleslaundet_532639,mse_StoreWeekSaleslaundet_533864,Mean,Stddev
FONN2 5 10,0.36223434703791324,0.755076389255673,0.49563758654058926,0.3793988682034473,0.31235142502089247,0.3063107390649115,0.34069312576378924,0.2398144314630372,0.35123770169052193,0.3539172701608777,0.1936292888578718,0.2855353874260543,0.45734677235290633,0.4264719671717747,0.3943174362164304,0.25835170911109057,1.0342381483515144,0.5253133144497836,0.42994500128450247,1.0187992402144914,0.45308776408412005,0.6826817460474346,0.6746735149242308,0.3956041849931724,0.9016881514301746,0.7932241627428972,0.777644601014973,0.9313463697936043,0.42632648182295735,1.002627927645073,0.7938734029003621,0.5708440400927147,0.5413825780353058,0.25187959816540695
TREENN1 10,0.37700813994552274,0.539393278268346,0.6995036789329783,0.4042582884762987,0.4277099840131601,0.250811341886161,0.40321077247583825,0.2579783496902129,0.34982500191671445,0.43868860546761096,0.26033151333993915,0.4590125906975504,0.47133559173670553,0.5625613318960155,0.46146593194852054,0.3047457767694808,1.0934828895393442,0.7133432051566535,0.6028011385920679,1.3637088330623417,0.4318857450448592,0.5682762333783421,0.7565380871679116,0.48877531143414227,1.0173743025538224,0.7706567958309019,0.9937399496540338,1.284861747249078,0.5007657779841443,1.5345944606406672,1.1689671917975908,0.7762281223552382,0.6479324990281936,0.34336381225057894
TREENN2 10,0.45397008310059883,0.3544235982702604,0.40774032888739775,0.350486644970508,0.32338223006358074,0.3591799971777427,0.454586630102171,0.3062213225393123,0.2107214359998735,0.3345241306514916,0.20754329767270208,0.28916465494532334,0.28199525233083317,0.32797418372061327,0.3764602746475505,0.26171595004585074,0.9198931315120635,0.5134622931127933,0.41148161432035096,1.0312605323037518,0.4335275082223002,0.5999328520295767,0.5933875649964904,0.45468109212993085,0.8249034209335538,0.7070839043486568,0.766243453309183,0.8801043521037366,0.4857002615876949,1.0194668299779188,0.75380843884172,0.5585699090236346,0.507924911683724,0.23599252427171458
Ensemble 40,0.31900433845660464,0.35829523699251503,0.44551196144367805,0.33805751230348946,0.37071793087415444,0.1729159756174735,0.22058591735561184,0.26418329342172164,0.2630891821791617,0.31121875872445587,0.24673026558515612,0.28479496599111015,0.2736740145863957,0.392748486097202,0.3438095256697502,0.28767749011575694,0.9122807735037433,0.6364304086121434,0.5514474073645084,1.022826328577498,0.35212878363638694,0.3354723000831908,0.5324302073390529,0.36232727101807516,0.9365061105299214,0.6675566270414586,0.9404604590011324,1.0066555846385963,0.44463846985883304,1.1792871350979075,0.9350112604252586,0.6751630869100692,0.5119886584078754,0.2871717109535251
MLP 40,0.35779006547467196,0.31394921825678307,0.4405047750399078,0.30582154933742106,0.2878324126433451,0.35275074288585345,0.34221979214808124,0.2659537647535641,0.18501266785745096,0.34792698433297936,0.20842166377115845,0.3165784723005509,0.30771368511757385,0.3230459796876308,0.38334241022479104,0.25847979252595604,1.0926936917926686,0.5675103193463177,0.404147898336022,1.0156955476674479,0.45222380794255645,0.503915846803083,0.46955238990896603,0.3524197397501045,0.7725145875804831,0.7180442623582673,0.7187489628819047,0.9603530193151638,0.5648497005349653,0.9879736868476892,0.7082831093447147,0.615571027049091,0.4969325491817864,0.2514479447682829
FONN1 5 40,0.47038289838400393,0.474700346955589,0.4827553885323403,0.5265181408432462,0.49348938977787365,0.22802575849203907,0.27149470938958004,0.25728764416591654,0.315140504178203,0.3375980253261601,0.28356701475038887,0.3658063111965318,0.3295797646217869,0.45892845393120946,0.40480598667543904,0.3081974547368897,1.0566567821333908,0.8116076801135844,0.606850654877939,1.2834208585552414,0.44509911624687043,0.32961264333329354,0.5724999480573264,0.47977213112510625,1.312753961033936,0.731120816438918,1.1657578112806823,1.1024935613085918,0.5396262193808635,1.488419151487949,0.9925765558981832,0.9317026223884318,0.6205702595505471,0.35569309355705925
FONN2 5 40,0.33070805910638645,0.3630398263819678,0.43713854547985315,0.2918122313187491,0.3136833736681294,0.29428660326288,0.3097754442252845,0.23132449111740713,0.20797813157246578,0.34082764731522297,0.1931748848645175,0.2605386350968614,0.3149747387425968,0.32436328265071246,0.35947421337416774,0.2694805432740372,1.0052316124838654,0.4931454042851353,0.3814427202777157,1.017948641566305,0.3947134902918911,0.5077320866284194,0.49024325020645526,0.3777431520423693,0.8345111473415502,0.6689688180440138,0.6865521558459164,0.8130569678376895,0.4317957224185482,1.009273073478572,0.7792267968923715,0.5968470033807588,0.47909414670227546,0.24459491623829732
TREENN1 40,0.4391315329737031,0.5637126917809532,0.5482627637285503,0.36213159581642046,0.49803101302210245,0.28858348283005714,0.520301097812956,0.30889195260558716,0.2812105812405872,0.3874252968033054,0.29312414514801644,0.3729413726311959,0.38143739656464276,0.4725847072496416,0.4338071303845978,0.3295623884818623,1.1469361126718376,0.7009013489471204,0.5683375487576175,1.1791157590434447,0.4870519153378809,0.2924101560086032,0.5345025333621357,0.4681323673641849,1.221060369616224,0.7579296529458013,0.864770076800634,1.1531801703431597,0.7171114676236156,1.1244044422328512,0.9904197835635516,0.7133387928363396,0.6062731764540369,0.2981921409333141
TREENN2 40,0.36953253513731177,0.34224612443915925,0.4130820217325828,0.3417462993415786,0.2558096625077771,0.32636079929583295,0.2766694256874552,0.24400337025402377,0.2500454573519739,0.3784314778490776,0.23792144317779695,0.27473119100476323,0.286541699957886,0.4512421563292918,0.3582372339401205,0.28390900859799956,0.9019646663675637,0.5817325498576236,0.415187767906037,1.059629796250229,0.4209609474179285,0.523133422288641,0.6019945197077077,0.4256043464654125,0.8459425614084156,0.7743624935570202,0.6747514301075553,0.8230375866707953,0.5772279337437655,0.9908403789949958,0.7282835613189932,0.5793822173762494,0.5004545651888613,0.2367530324825021
Ensemble 100,0.3064692093459132,0.35613120902567735,0.4504119127299959,0.32942526030272695,0.385231333204389,0.16335683198916467,0.20619750877035511,0.25360687362888873,0.25366849514339457,0.3061359013351832,0.24570140861800618,0.2687800923067513,0.25852854010435744,0.36804112214837076,0.3414056628041349,0.2724527402718594,0.9213246825956882,0.6299833709737322,0.5482959173534553,1.0290190783629163,0.3335625414531575,0.35461535513992914,0.5049875183449403,0.3764087990890024,0.9347638515632802,0.6774456754869472,0.8995008189866396,1.0026152085245459,0.43908594589767747,1.1657977232686987,0.9070849140815588,0.6365780463605538,0.5039566734128715,0.2860532613499887
MLP 100,0.3642421763952513,0.34729605052191365,0.41607727101013153,0.34816866204715113,0.2745591311718489,0.2537124834518177,0.2833363390870673,0.26606923425720835,0.20273919543759047,0.3806846488665416,0.19391091568447916,0.26888426071018595,0.2999008683920079,0.33254707616033924,0.38018608655308084,0.2638707004929058,0.9182496675203792,0.5107149771845664,0.4268947742328366,1.0423308998044645,0.424367854303604,0.5536244338136322,0.5176252017456778,0.3713016353702642,0.7803224214947954,0.6838064046858713,0.7867732595222886,0.8150477936505638,0.46034532448011406,0.9618551568340189,0.7374777736094144,0.5606099873127288,0.4821103958063982,0.2363325117372969
FONN1 5 100,0.4132171975574456,0.3892974505427111,0.5482122027357094,0.3600348618067711,0.5566221608036234,0.21474247045389117,0.32982071313625655,0.3632136324137611,0.27544765975099167,0.43186287386203115,0.32538514873842705,0.41038981002337366,0.30655247033000554,0.3855982119305801,0.376515380579143,0.30919159512530986,1.0789957344350158,0.7117626093143593,0.726801413164532,1.2878932247266308,0.4036785366986156,0.2648350709315214,0.4709416774685346,0.49239112635561977,1.1779553309823123,0.8819155083631064,1.4374321612839003,1.3843265004951284,0.5483053550305674,1.418955300901164,1.2001218104270768,0.7146521603619171,0.6311583550228135,0.38463862771889956
FONN2 5 100,0.31659464689367856,0.39734650585095327,0.4798141618200485,0.36375359761097487,0.273377825889116,0.22982124702564186,0.27240320920407407,0.21942270323813529,0.2171731708549519,0.3383936701923009,0.1886806680336143,0.3143766534038887,0.29488383337881113,0.2934741202568025,0.34327468928522503,0.2558246530083434,0.9247347082093279,0.5694936955134309,0.46021313839238226,0.9859658972041337,0.4578901485659908,0.4790402553661346,0.5300853602745627,0.35104220137637143,0.7317385082985894,0.729175306282816,0.7712465576024797,0.7901974874365205,0.44528956780799955,1.0162686180546754,0.7086506116558259,0.5486500750147217,0.4780717966563288,0.2366944989873025
TREENN1 100,0.40400079736544914,0.4185589632230983,0.6373137431263709,0.4745557780083332,0.4248872152199266,0.39267599156850425,0.34562501282149444,0.30557885560629744,0.2513394745577701,0.4480877485272803,0.26083489953065175,0.3520150838464278,0.3791823532129157,0.49020679618702334,0.3566548403726785,0.38832047011188636,1.099154347150573,0.8426175080726127,0.5399600009507036,1.3043477573647546,0.42843188030465384,0.6516254551580373,0.6505284925331624,0.4560708723754862,1.2075206994834977,0.9397758601162419,1.0307951751242073,0.9883873964770418,0.5442116339883091,1.2531862106149598,1.1239411179109038,0.73262584342987,0.6288443210731601,0.3202224867785823
TREENN2 100,0.3171822228923251,0.3569593856920296,0.5158140055987691,0.31714141009577596,0.3487397995492813,0.35083706959259614,0.2560464400886271,0.19292536823861164,0.1801019034705361,0.32862821231905426,0.1701261182825798,0.24642765515700224,0.2768094437905619,0.34657111134275115,0.3731037154529069,0.2636026953666079,0.8828356061818026,0.5113428809581012,0.40453073071958534,1.0392062156672732,0.4296165008931529,0.4821369327866694,0.5096979749952545,0.343138827003733,0.7789994602129043,0.7432367912791,0.771692545242983,0.8787497151619675,0.47648503400816916,0.9913971872970913,0.7176375153508139,0.5592939003840559,0.48003169922102107,0.24413169069638022
