Model,Fold,Test R2,Test MAE,Test MSE,Fit Time,Score Time
TREENN1,0,0.34616386035376023,0.6862269660684339,0.7023980262131924,4.325932264328003,0.0071926116943359375
TREENN1,1,0.4553766732308464,0.6020481758250066,0.6375159872416303,4.300706148147583,0.00566554069519043
TREENN1,2,0.520805818174451,0.6017164656682845,0.689335497424658,4.169748306274414,0.00464320182800293
TREENN1,3,0.4347062010025221,0.6133653538954985,0.6631938649659755,4.512613296508789,0.005091190338134766
TREENN1,4,0.5417792041845741,0.6076741509612734,0.6677003427559572,4.117828607559204,0.004576206207275391
TREENN2,0,0.5447186907272189,0.5633936940555502,0.4890960802166459,5.980474948883057,0.004355907440185547
TREENN2,1,0.520140110379324,0.5278672398814073,0.5617062954023136,5.827392578125,0.004287004470825195
TREENN2,2,0.5508355183841595,0.5804846748107423,0.6461368545431618,6.185932159423828,0.005142927169799805
TREENN2,3,0.4511611676889816,0.6167246036124021,0.6438891547886609,6.011756658554077,0.006483316421508789
TREENN2,4,0.5451419211811479,0.6225825548196706,0.6628003309893417,6.065698862075806,0.004863262176513672
TREENN3,0,0.28335459274012287,0.6930515526640995,0.7698722799667165,3.7955915927886963,0.00446319580078125
TREENN3,1,0.5053546098382162,0.5525867403289534,0.5790136572265738,3.7786622047424316,0.00437164306640625
TREENN3,2,0.3411304968252191,0.7147515274613929,0.9478039465726866,3.763786554336548,0.004414558410644531
TREENN3,3,0.1288043115144083,0.768487147949084,1.0220731888676378,3.7607030868530273,0.005167961120605469
TREENN3,4,0.5164759113866153,0.6373172735167875,0.7045712517769805,3.967458963394165,0.0044329166412353516
FONN1,0,0.5077716507111174,0.5794794291962423,0.528787260327569,7.631140232086182,0.008583545684814453
FONN1,1,0.5430847149497432,0.5558244583128298,0.5348481872097137,7.750693321228027,0.008287191390991211
FONN1,2,0.5165333105204488,0.5978809326995023,0.6954816304551181,7.720608472824097,0.008306264877319336
FONN1,3,0.5254429129172372,0.5527612811562472,0.5567429702706091,7.616115570068359,0.008305549621582031
FONN1,4,0.4694711801248964,0.6651722889235233,0.7730645970402616,7.643012285232544,0.008572101593017578
FONN2,0,0.49346398434521754,0.5936980903699877,0.5441575893836569,8.76607370376587,0.007560014724731445
FONN2,1,0.5174570753039657,0.5243517253888421,0.564846957343876,8.689136266708374,0.006380558013916016
FONN2,2,0.5494977061750107,0.5813720295355543,0.6480613383529216,8.583333253860474,0.007096052169799805
FONN2,3,0.43092053486193493,0.6226615303148598,0.6676351494161135,8.75404143333435,0.006985664367675781
FONN2,4,0.5487109826050907,0.605933212964378,0.6575996426795873,8.861721277236938,0.007248401641845703
FONN3,0,-5.284370047905314,1.9179353782870132,6.751124402560979,6.732889175415039,0.0077021121978759766
FONN3,1,-3.0991565491721618,1.6272585917455649,4.798321529498423,6.744979619979858,0.007544994354248047
FONN3,2,-4.252112948937194,2.252140321877435,7.555325230355454,6.5995564460754395,0.007586479187011719
FONN3,3,-5.975388956253828,2.032950942084063,8.18341748970715,6.712182521820068,0.008171796798706055
FONN3,4,-3.511501758513054,2.0730072993184936,6.573973285395488,7.075637340545654,0.00779414176940918
PureMLP,0,0.7215326650646743,0.42086277753029433,0.29914973272852124,12.670120000839233,0.0026683807373046875
PureMLP,1,0.6253037806414441,0.48756538781052616,0.438605580148657,12.792265892028809,0.0025510787963867188
PureMLP,2,0.7160563196290389,0.4522864453205489,0.40846167497993774,12.651750564575195,0.0025413036346435547
PureMLP,3,0.6427090933248909,0.45909812760701285,0.41916811706636187,12.67285966873169,0.0026450157165527344
PureMLP,4,0.6732480257320654,0.49164178202072,0.4761294275757113,13.164692163467407,0.002549886703491211
