Model,R² Score,MAE,MSE,Time (s)
FONN1,0.5803057786836374,0.5507874342193796,0.5499710757287847,8.107778787612915
FONN2,0.5443226588791567,0.5652763507346463,0.5971236789856942,9.430596590042114
FONN3,-3.3476966943422344,1.8463693013752296,5.697260782934345,7.095444202423096
