Model,Fold,Test R2,Test MAE,Test MSE,Fit Time,Score Time
TREENN1,0,0.3142771193517834,0.6762403853920121,0.7366530674751787,10.119227409362793,0.02420186996459961
TREENN1,1,0.4658171343845582,0.5877640229862026,0.6252947683321294,13.44553279876709,0.014536619186401367
TREENN1,2,0.3710262320518378,0.7029617355854524,0.9047980164196794,18.310441970825195,0.01870441436767578
TREENN1,3,0.4326131435967626,0.6155177308894929,0.6656494072574053,17.9912531375885,0.02740764617919922
TREENN1,4,0.39550389725212576,0.7182087257420057,0.8808466544630101,18.52938747406006,0.022020578384399414
TREENN2,0,0.3979308045455797,0.6446289913762838,0.6467862341775061,25.80755591392517,0.011201858520507812
TREENN2,1,0.5220349091568616,0.5267830526093207,0.5594883138104269,26.61984920501709,0.0311434268951416
TREENN2,2,0.5777293316561553,0.5639759590161517,0.607449281002784,24.24824833869934,0.009059429168701172
TREENN2,3,0.4311634556211129,0.5936581785004634,0.6673501585716262,26.58669900894165,0.030559301376342773
TREENN2,4,0.5475816390484207,0.61167426800504,0.6592452752802113,25.05665922164917,0.01883101463317871
TREENN3,0,0.24920449540986067,0.7186632619238288,0.8065587821425412,15.230679273605347,0.0074346065521240234
TREENN3,1,0.5112655018920959,0.543306308079394,0.5720945849100018,13.555089235305786,0.012765169143676758
TREENN3,2,0.4602806952173373,0.6609813706994092,0.776402739312665,14.214735507965088,0.014641046524047852
TREENN3,3,0.1398431895740342,0.7783401029924104,1.0091225493625968,14.284533262252808,0.012329816818237305
TREENN3,4,0.5898021488415508,0.5731961556989764,0.5977232991550605,8.910006523132324,0.008179187774658203
FONN1,0,0.31202269464572263,0.7045503462342896,0.7390749333950406,20.6725652217865,0.01613450050354004
FONN1,1,0.49375243664462554,0.56915695051775,0.5925947334201674,25.462306261062622,0.02096724510192871
FONN1,2,0.5375378295145139,0.583572151674351,0.665265986989291,24.065873384475708,0.036336660385131836
FONN1,3,0.26740151564360515,0.744135119706938,0.85947311145138,23.926855325698853,0.029674053192138672
FONN1,4,0.6408982171615822,0.5393990662652405,0.5232682271846706,18.487610578536987,0.023407697677612305
FONN2,0,0.2916935168131365,0.7033069506657884,0.760914005172063,27.726709842681885,0.022350549697875977
FONN2,1,0.5269085586332118,0.5198364905406838,0.553783399414239,19.203012943267822,0.011284589767456055
FONN2,2,0.5851784388963691,0.5553836012204424,0.5967335122402329,107.83318376541138,0.013280153274536133
FONN2,3,0.4225867716217411,0.5952291961129618,0.6774121904216529,148.4589536190033,0.23865723609924316
FONN2,4,0.5714863854488528,0.5740309202511041,0.6244122700765541,204.65575289726257,0.16837263107299805
FONN3,0,-7.283866191935184,2.3572736438481,8.899127640417099,162.61907649040222,0.19498610496520996
FONN3,1,-4.144004548181976,1.9290784121553517,6.021382075872198,148.4940357208252,0.20732688903808594
FONN3,2,-3.8298569271757756,2.154579094384449,6.947897018909782,127.57122015953064,0.27817654609680176
FONN3,3,-7.371210096224052,2.4596976652729916,9.820973072768123,127.79052495956421,0.026349306106567383
FONN3,4,-3.4984949735706277,1.9032896184553372,6.555020337725891,74.44245791435242,0.25301575660705566
PureMLP,0,0.7215326650646743,0.42086277753029433,0.29914973272852124,44.655750036239624,0.037749290466308594
PureMLP,1,0.6253037806414441,0.48756538781052616,0.438605580148657,68.78609132766724,0.015212774276733398
PureMLP,2,0.7160563196290389,0.4522864453205489,0.40846167497993774,97.06802129745483,0.06937670707702637
PureMLP,3,0.6427090933248909,0.45909812760701285,0.41916811706636187,85.3892912864685,0.10098814964294434
PureMLP,4,0.6732480257320654,0.49164178202072,0.4761294275757113,61.671109437942505,0.012737035751342773
