Model,Fold,Test R2,Test MAE,Test MSE,Fit Time,Score Time
FONN1,0,0.542340182904849,0.5796453978768099,0.5997215333015739,8.180128812789917,0.007529497146606445
FONN2,0,0.5701918032024145,0.5458935639955336,0.5632245200050876,9.15602970123291,0.005204677581787109
FONN3,0,-3.632336485215384,1.9229759180219954,6.070255320459131,7.045743942260742,0.005988121032714844
