Model,Fold,Test R2,Test MAE,Test MSE,Fit Time,Score Time
TREENN1,0,0.44994271288756904,0.6098612983189204,0.5909112839510456,42.353896617889404,0.02736830711364746
TREENN1,1,0.5117768713403004,0.5654211368522783,0.57149599468701,43.17328858375549,0.020043373107910156
TREENN1,2,0.5600980594457068,0.5702638340172105,0.6328124057242015,45.44046998023987,0.015508174896240234
TREENN1,3,0.3698227984529229,0.6651979147891476,0.7393140604914247,47.04665732383728,0.019779682159423828
TREENN1,4,0.6544387415344839,0.5367248598900021,0.5035375365493997,42.22930335998535,0.012268781661987305
TREENN2,0,0.4568116607017141,0.6175104506208141,0.5835321638714683,47.009944438934326,0.02667069435119629
TREENN2,1,0.5584591410292747,0.4984420565653031,0.5168514508625751,44.78830647468567,0.01024484634399414
TREENN2,2,0.6315529805070819,0.5243882769428267,0.5300223147309546,49.565563678741455,0.01895904541015625
TREENN2,3,0.4377762128472291,0.5946588697399258,0.6595921749697411,36.13409495353699,0.006735086441040039
TREENN2,4,0.6496712001519672,0.5065017804330456,0.510484600157774,94.64066481590271,0.006448268890380859
TREENN3,0,0.3592480984455887,0.6635220806945055,0.6883419922118044,99.95180821418762,0.006656646728515625
TREENN3,1,0.5399492872097731,0.5217269176020659,0.5385184033257396,139.7350013256073,0.0065190792083740234
TREENN3,2,0.49711655671300337,0.6235714174634774,0.723413225102693,160.5221128463745,0.0935966968536377
TREENN3,3,0.32877334091576293,0.6837536361928437,0.7874726435983079,166.73971152305603,0.11571145057678223
TREENN3,4,0.5748634068227632,0.5759642880985608,0.6194914145644388,165.2710371017456,0.21560883522033691
FONN1,0,0.44978596909698154,0.6202641509833609,0.5910796694569147,162.03493452072144,0.013698339462280273
FONN1,1,0.5607524881668919,0.5168039343652006,0.514166943253988,30.57215142250061,0.012030363082885742
FONN1,2,0.518692926297817,0.6067418239158329,0.6923749570592374,123.83630633354187,0.018672466278076172
FONN1,3,0.35075479972202805,0.6937849532375835,0.7616843390933397,93.39222407341003,0.012428045272827148
FONN1,4,0.5867225049541009,0.5793263450999407,0.6022108285251696,131.65757179260254,0.011875629425048828
FONN2,0,0.4063724569252458,0.6431146655870136,0.6377176012128869,104.43301558494568,0.01100015640258789
FONN2,1,0.5454136692626547,0.5104956921442102,0.5321219991544861,67.106210231781,0.10201191902160645
FONN2,2,0.631919915206576,0.5208941713800902,0.5294944679348302,87.87474203109741,0.17446017265319824
FONN2,3,0.3792425769295451,0.633359783948624,0.7282629233551012,87.92921566963196,0.010686635971069336
FONN2,4,0.6296551667110262,0.5211436588896705,0.5396511340889717,101.63137793540955,0.16143345832824707
FONN3,0,-7.118485835115504,2.3255937837064975,8.721464111038888,143.2363419532776,0.011524677276611328
FONN3,1,-3.1327553901335152,1.7051616877161626,4.8376510940117905,122.95034837722778,0.011549234390258789
FONN3,2,-3.6363297920392306,2.1215599433656878,6.66950231166126,80.87258887290955,0.011861085891723633
FONN3,3,-8.191570601658231,2.6668503050082153,10.78340721803771,110.08368372917175,0.11845588684082031
FONN3,4,-3.1613557774361096,1.8301424130061517,6.0637550811700525,117.9330427646637,0.011539936065673828
PureMLP,0,0.734629189403399,0.4103741983096049,0.28508049995293555,31.871405124664307,0.01149892807006836
PureMLP,1,0.6132671952247309,0.4968846420532646,0.4526951632748066,32.020251989364624,0.012119293212890625
PureMLP,2,0.7248171137350388,0.43739879717660773,0.39585900451368206,32.7164044380188,0.014031648635864258
PureMLP,3,0.6483413249897069,0.4317797883410496,0.4125604707543073,32.699291706085205,0.0038306713104248047
PureMLP,4,0.6827382373601643,0.48025056681937583,0.46230068471904584,31.623992204666138,0.0030689239501953125
