Model,R² Score,MAE,MSE,Time (s)
FONN1,0.542340182904849,0.5796453978768099,0.5997215333015739,8.187658309936523
FONN2,0.5701918032024145,0.5458935639955336,0.5632245200050876,9.161234378814697
FONN3,-3.632336485215384,1.9229759180219954,6.070255320459131,7.051732063293457
