model,mean_fit_time,mean_score_time,mean_train_score,mean_test_score,score
Tree,32.2103919506073,0.11340012550354003,39.40755495811174,-235.50500869806305,-1.1949906093472462
Ensemble_sk 5,15.673179531097412,0.1421731472015381,1.6158513551399636,-1.2746967098026696,-1.1949906093472462
MLP_sk_drop_identity 5,2337.0341494560244,0.7725852489471435,-0.48415530832867315,0.8499244439334319,-1.1949906093472462
FONN1_sk_drop_identity 5 5,61697.01306090355,11.282452917098999,0.1197439152175872,-1.6964416914654001,-1.1949906093472462
FONN2_sk_drop_identity 5 5,7825.485391426087,2.528045654296875,-16139.300715357327,-32525.98713347921,-1.1949906093472462
TREENN1_sk_drop_identity 5,10561.617989063263,4.57524094581604,0.004382832939109349,-0.3094331012099172,-1.1949906093472462
TREENN2_sk_drop_identity 5,7926.492938995361,3.5603263854980467,-1350.913796786689,-3059.760277173579,-1.1949906093472462
