OLS,RF,GBRT,NN,TREENN1,FONN1,TREENN3,FONN3
0.07105512768562638,0.1880493098637137,0.3536518359675611,0.42517834978071933,0.49234885164881614,0.5273875372852066,0.3591046447226742,0.36885603201141093
